ZIPCODE,Vehicle Count,The State Federal Information Processing System (FIPS) code,The State associated with the ZIP code,Number of returns [3],Number of single returns,Number of joint returns,Number of head of household returns,Number of electronically filed returns,Number of computer prepared paper returns,Number of returns with paid preparer's signature,Number of returns with direct deposit,Number of returns with virtual currency indicator,Number of individuals [4],Total number of volunteer prepared returns [5],Number of volunteer income tax assistance (VITA) prepared returns [5],Number of tax counseling for the elderly (TCE) prepared returns [5],Number of refund anticipation check returns [6],Number of elderly returns [7],Salaries and wages amount,Taxable interest amount,Ordinary dividends amount,Qualified dividends amount [9],State and local income tax refunds amount,Business or professional net income (less loss) amount,Net capital gain (less loss) amount,Taxable individual retirement arrangements distributions amount,Taxable pensions and annuities amount,Number of farm returns,Unemployment compensation amount [10],Taxable Social Security benefits amount,Partnership/S-corp net income (less loss) amount,Educator expenses amount,Self-employed (Keogh) retirement plans amount,Self-employed health insurance deduction amount,Individual retirement arrangement payments amount,Student loan interest deduction amount,Charitable contributions if took standard deduction,Basic standard deduction amount,Additional standard deduction amount,Total medical and dental expense deduction amount,State and local income taxes amount,State and local general sales tax amount,Real estate taxes amount,Personal property taxes amount,Limited state and local taxes,Home mortgage interest paid amount,Home mortgage from personal seller amount,Deductible points amount,Qualified mortgage insurance premiums amount,Investment interest paid amount,Total charitable contributions amount,Other non-limited miscellaneous deductions amount,Qualified business income deduction,Excess advance premium tax credit repayment amount,Foreign tax credit amount,Child and dependent care credit amount,Nonrefundable education credit amount,Retirement savings contribution credit amount,Nonrefundable child and other dependent credit amount,Residential energy tax credit amount,Self-employment tax amount,Advance premium tax credit amount,Earned income credit amount [12]  ,Excess earned income credit (refundable) amount [13]  ,Refundable child tax credit or additional child tax credit amount,Refundable education credit amount,Net premium tax credit amount,"Qualified sick and family leave credit for leave taken before April 1, 2021 amount",Refundable child and dependent care credit,"Qualified sick and family leave credit for leave taken after March 31, 2021",Recovery rebate credit amount [15],"Economic impact payment third round amount [16, 17]",Additional Medicare tax amount,Net investment income tax amount,Credited to next year’s estimated tax amount
93245,2,6,CA,15550.0,6890.0,5660.0,2610.0,14800.0,430.0,8120.0,10590.0,800.0,32460.0,150.0,150.0,0.0,2770.0,2510.0,703596.0,4376.0,11317.0,9739.0,613.0,11015.0,29799.0,11365.0,87912.0,186.0,30067.0,21552.0,23179.0,95.0,0.0,1004.0,703.0,248.0,1761.0,257351.0,3072.0,7506.0,8867.0,633.0,4003.0,906.0,9462.0,9698.0,0.0,183.0,603.0,0.0,7499.0,5807.0,7909.0,178.0,29.0,87.0,869.0,351.0,1047.0,2107.0,3708.0,2095.0,7266.0,5259.0,17340.0,537.0,184.0,123.0,1793.0,126.0,2470.0,41102.0,162.0,840.0,997.0
93555,1,6,CA,14120.0,6730.0,5280.0,1910.0,13450.0,350.0,6670.0,9900.0,870.0,27640.0,180.0,20.0,160.0,2480.0,3480.0,769734.0,3507.0,7451.0,4678.0,668.0,14570.0,29559.0,20714.0,138547.0,25.0,16299.0,27486.0,18521.0,57.0,1117.0,626.0,721.0,284.0,1435.0,228710.0,4579.0,6737.0,10490.0,304.0,4381.0,1141.0,11431.0,9412.0,186.0,180.0,381.0,0.0,9739.0,1154.0,6056.0,198.0,57.0,137.0,628.0,151.0,830.0,3521.0,3294.0,2577.0,5189.0,3842.0,12599.0,348.0,192.0,0.0,1209.0,0.0,1812.0,32893.0,131.0,473.0,1009.0
93560,1,6,CA,9250.0,4240.0,3120.0,1770.0,8810.0,280.0,5340.0,6790.0,430.0,19180.0,30.0,30.0,0.0,1670.0,1710.0,451485.0,751.0,1441.0,887.0,558.0,8633.0,9019.0,5137.0,50403.0,0.0,20698.0,11797.0,2958.0,48.0,0.0,134.0,321.0,163.0,967.0,148645.0,1817.0,3469.0,5742.0,345.0,3751.0,720.0,8053.0,7573.0,181.0,246.0,703.0,0.0,4586.0,522.0,1713.0,168.0,10.0,28.0,506.0,102.0,608.0,1157.0,1993.0,1867.0,5373.0,3874.0,10102.0,301.0,140.0,169.0,873.0,342.0,1390.0,23945.0,42.0,93.0,103.0
93955,1,6,CA,14950.0,7630.0,4760.0,2310.0,13810.0,660.0,9200.0,8640.0,660.0,28350.0,310.0,90.0,220.0,1470.0,3140.0,686303.0,2089.0,6195.0,4320.0,576.0,36528.0,33588.0,12259.0,64482.0,0.0,33241.0,23594.0,17867.0,57.0,1115.0,1316.0,1259.0,200.0,1631.0,236325.0,3612.0,6218.0,9451.0,302.0,6620.0,481.0,10666.0,15046.0,278.0,164.0,234.0,91.0,6142.0,747.0,7678.0,539.0,171.0,0.0,636.0,159.0,1027.0,294.0,5684.0,10127.0,4559.0,3180.0,11633.0,297.0,535.0,31.0,880.0,15.0,1780.0,31252.0,196.0,654.0,859.0
94301,1,6,CA,8060.0,4130.0,3330.0,340.0,7370.0,390.0,4650.0,2640.0,730.0,14510.0,50.0,20.0,30.0,300.0,2630.0,4692708.0,128537.0,618366.0,477099.0,1021.0,140327.0,11642874.0,103336.0,68962.0,0.0,7274.0,47130.0,431952.0,21.0,19963.0,8911.0,1226.0,59.0,811.0,87290.0,2392.0,22087.0,1725486.0,439.0,93639.0,1135.0,24877.0,32227.0,614.0,132.0,0.0,51479.0,1450332.0,7113.0,32181.0,313.0,51167.0,0.0,310.0,17.0,262.0,367.0,32900.0,1712.0,331.0,219.0,1310.0,142.0,159.0,0.0,122.0,0.0,568.0,6418.0,37342.0,463839.0,350946.0
94565,1,6,CA,45000.0,22120.0,13930.0,7980.0,41770.0,1920.0,27070.0,28740.0,1750.0,87270.0,770.0,530.0,240.0,5670.0,8400.0,2265978.0,3756.0,6772.0,4562.0,2811.0,79711.0,52914.0,36286.0,179806.0,0.0,108292.0,70215.0,35207.0,117.0,1530.0,2244.0,2514.0,658.0,4378.0,681042.0,9365.0,13788.0,39106.0,2205.0,31446.0,2458.0,48233.0,65059.0,1230.0,1235.0,2614.0,115.0,27057.0,9558.0,16677.0,1642.0,243.0,279.0,2157.0,391.0,3619.0,3826.0,15277.0,27136.0,17439.0,12169.0,38186.0,1381.0,1441.0,633.0,2819.0,637.0,6760.0,100242.0,639.0,892.0,885.0
94710,1,6,CA,3970.0,2440.0,1030.0,440.0,3670.0,160.0,1910.0,2030.0,320.0,6470.0,80.0,50.0,30.0,400.0,810.0,341341.0,4690.0,13615.0,8790.0,129.0,18824.0,65213.0,7702.0,15853.0,0.0,8340.0,7590.0,17488.0,16.0,1725.0,1343.0,446.0,79.0,371.0,54523.0,874.0,2327.0,18254.0,102.0,5354.0,135.0,5098.0,6748.0,0.0,28.0,0.0,533.0,5150.0,0.0,5975.0,203.0,387.0,0.0,209.0,23.0,198.0,104.0,3168.0,2123.0,816.0,583.0,1576.0,88.0,229.0,0.0,282.0,0.0,388.0,6010.0,783.0,2042.0,3879.0
95014,1,6,CA,27060.0,11550.0,13980.0,1020.0,24740.0,1480.0,11700.0,10590.0,3010.0,55230.0,150.0,100.0,50.0,960.0,7020.0,7253109.0,46383.0,267063.0,204582.0,1230.0,128234.0,1748814.0,173656.0,140814.0,25.0,34197.0,98240.0,158782.0,89.0,20082.0,7839.0,5187.0,166.0,3264.0,377170.0,8051.0,23639.0,473692.0,1280.0,102127.0,2460.0,60311.0,92237.0,1311.0,523.0,0.0,18202.0,117813.0,7676.0,39107.0,1093.0,28267.0,41.0,1261.0,87.0,1875.0,2536.0,17373.0,10401.0,1399.0,924.0,7027.0,664.0,935.0,126.0,721.0,140.0,2397.0,26762.0,38098.0,62146.0,54182.0
95062,1,6,CA,17640.0,10510.0,5300.0,1530.0,16420.0,620.0,9330.0,8710.0,990.0,28420.0,240.0,80.0,160.0,1350.0,5340.0,1356292.0,8732.0,48516.0,33899.0,666.0,81687.0,247254.0,56747.0,122307.0,28.0,33512.0,54530.0,135915.0,109.0,6611.0,6476.0,2644.0,259.0,1785.0,244276.0,6396.0,13874.0,83351.0,579.0,23398.0,776.0,24513.0,35121.0,731.0,406.0,48.0,1655.0,16235.0,666.0,33110.0,959.0,2246.0,35.0,569.0,96.0,738.0,717.0,13229.0,9699.0,2847.0,1849.0,6822.0,312.0,1042.0,32.0,936.0,22.0,1542.0,27858.0,3701.0,7738.0,13956.0
95131,2,6,CA,15110.0,7740.0,5690.0,1340.0,13770.0,970.0,7770.0,7890.0,1570.0,27110.0,90.0,70.0,20.0,880.0,2940.0,1799148.0,6212.0,25414.0,18433.0,612.0,35285.0,198243.0,25611.0,42390.0,0.0,32604.0,25695.0,24578.0,33.0,2867.0,1516.0,3051.0,133.0,1611.0,223295.0,3431.0,3595.0,62556.0,394.0,22921.0,783.0,22148.0,29877.0,651.0,210.0,0.0,617.0,13288.0,5469.0,8879.0,674.0,4046.0,85.0,773.0,111.0,970.0,515.0,5093.0,7396.0,2134.0,1435.0,6114.0,435.0,432.0,60.0,514.0,77.0,1402.0,23587.0,4333.0,6686.0,2076.0
95401,1,6,CA,17900.0,9800.0,5450.0,2360.0,16710.0,570.0,9880.0,10190.0,790.0,31840.0,510.0,380.0,130.0,1750.0,4510.0,901363.0,10201.0,24309.0,12756.0,760.0,59558.0,88719.0,34538.0,89034.0,83.0,32160.0,44138.0,110497.0,53.0,2947.0,4083.0,1601.0,224.0,1590.0,269432.0,5696.0,7852.0,26634.0,602.0,11329.0,604.0,16818.0,23720.0,432.0,356.0,604.0,112.0,12309.0,4021.0,25809.0,667.0,388.0,54.0,541.0,145.0,986.0,1030.0,9532.0,7399.0,4073.0,2794.0,11235.0,298.0,634.0,14.0,988.0,21.0,2220.0,35198.0,543.0,2082.0,5420.0
95661,1,6,CA,15500.0,7610.0,6260.0,1380.0,14500.0,520.0,8110.0,8080.0,850.0,28680.0,180.0,40.0,140.0,1320.0,4980.0,1133478.0,8674.0,28952.0,20749.0,911.0,59046.0,154234.0,54130.0,156693.0,0.0,24191.0,62747.0,122993.0,83.0,4578.0,5127.0,1941.0,275.0,1946.0,221923.0,6502.0,11877.0,46977.0,743.0,17235.0,1039.0,25671.0,31863.0,457.0,558.0,305.0,830.0,22315.0,3603.0,25422.0,690.0,291.0,107.0,667.0,92.0,980.0,498.0,8944.0,5723.0,2395.0,1623.0,8555.0,377.0,483.0,68.0,1062.0,76.0,1685.0,27823.0,1676.0,4292.0,6722.0
95834,1,6,CA,17300.0,8770.0,5420.0,2660.0,16260.0,600.0,8510.0,11120.0,1160.0,32590.0,180.0,150.0,30.0,2440.0,2780.0,1002827.0,2988.0,6953.0,5114.0,1020.0,36335.0,53749.0,14822.0,72877.0,0.0,40279.0,24994.0,121323.0,72.0,1153.0,1380.0,1292.0,372.0,1704.0,256311.0,2981.0,5731.0,24723.0,784.0,14032.0,982.0,22772.0,25589.0,502.0,491.0,1035.0,81.0,16373.0,4783.0,27319.0,1216.0,56.0,164.0,945.0,175.0,1208.0,865.0,6830.0,8834.0,6450.0,4551.0,13836.0,534.0,591.0,330.0,1667.0,341.0,2372.0,38477.0,480.0,1533.0,1422.0
96734,1,15,HI,22450.0,10540.0,9860.0,1410.0,20370.0,1110.0,11290.0,11950.0,1070.0,42620.0,260.0,110.0,150.0,2020.0,7240.0,1557045.0,13060.0,67583.0,49242.0,2130.0,117587.0,308691.0,100117.0,231979.0,49.0,30251.0,103649.0,171932.0,131.0,11793.0,6938.0,2236.0,495.0,2443.0,324123.0,9695.0,13799.0,67179.0,900.0,17579.0,649.0,34224.0,65288.0,1251.0,1111.0,491.0,1673.0,27917.0,1511.0,38412.0,269.0,2533.0,152.0,1113.0,430.0,1225.0,3385.0,16764.0,2148.0,3846.0,2704.0,14250.0,586.0,301.0,41.0,1649.0,37.0,2512.0,43103.0,2468.0,9423.0,22623.0
96740,1,15,HI,15180.0,7700.0,5580.0,1500.0,13940.0,700.0,7810.0,8340.0,470.0,27300.0,260.0,60.0,200.0,1950.0,4890.0,672355.0,8822.0,43261.0,31580.0,858.0,76671.0,309086.0,57806.0,112255.0,135.0,37080.0,57140.0,73746.0,65.0,4969.0,4903.0,2465.0,211.0,1543.0,229495.0,6442.0,8792.0,26999.0,406.0,8861.0,303.0,15384.0,26319.0,533.0,294.0,346.0,950.0,11801.0,1438.0,21092.0,255.0,1291.0,0.0,441.0,190.0,641.0,920.0,11645.0,4299.0,5565.0,3829.0,10141.0,252.0,448.0,48.0,312.0,58.0,2102.0,32581.0,574.0,5429.0,7797.0
96753,1,15,HI,13510.0,7350.0,4460.0,1310.0,12180.0,790.0,7360.0,7090.0,440.0,22600.0,100.0,50.0,50.0,1320.0,4320.0,644940.0,9240.0,42623.0,31695.0,1143.0,94615.0,339892.0,47474.0,82406.0,36.0,52740.0,45632.0,57349.0,69.0,4538.0,4984.0,2071.0,266.0,1708.0,197317.0,5194.0,7711.0,37754.0,354.0,7063.0,308.0,13448.0,25628.0,400.0,198.0,327.0,1131.0,16260.0,490.0,24098.0,326.0,851.0,32.0,403.0,125.0,585.0,1623.0,11900.0,3643.0,3305.0,2170.0,6515.0,244.0,401.0,52.0,308.0,63.0,1382.0,26821.0,881.0,8744.0,12257.0
96818,2,15,HI,21490.0,9350.0,9470.0,1870.0,19620.0,1110.0,10150.0,14070.0,1170.0,44330.0,130.0,100.0,30.0,2740.0,4840.0,1147513.0,4332.0,16075.0,10975.0,948.0,41127.0,91367.0,36779.0,126829.0,20.0,37420.0,47662.0,24701.0,86.0,1045.0,1679.0,2053.0,576.0,2483.0,365780.0,6617.0,6031.0,14909.0,261.0,3907.0,285.0,12279.0,19144.0,473.0,238.0,362.0,28.0,8293.0,1094.0,10463.0,53.0,168.0,230.0,1483.0,687.0,1392.0,805.0,5416.0,1664.0,6256.0,4422.0,20388.0,848.0,176.0,0.0,2461.0,0.0,2242.0,56008.0,222.0,1919.0,4278.0
97214,1,41,OR,16400.0,12390.0,3170.0,560.0,15500.0,340.0,4870.0,9940.0,1340.0,22070.0,120.0,90.0,30.0,2010.0,2170.0,1033663.0,5126.0,33021.0,24711.0,442.0,71885.0,140003.0,24059.0,49414.0,20.0,38153.0,22763.0,67678.0,76.0,5873.0,4340.0,2029.0,810.0,1353.0,216564.0,2538.0,5561.0,32999.0,0.0,11429.0,140.0,15809.0,16271.0,389.0,158.0,110.0,332.0,14958.0,288.0,18972.0,327.0,1886.0,30.0,968.0,103.0,329.0,144.0,11455.0,3528.0,1908.0,1270.0,2955.0,390.0,762.0,26.0,446.0,58.0,1237.0,22674.0,1526.0,3543.0,5711.0
97304,1,41,OR,15990.0,7500.0,6630.0,1510.0,14880.0,530.0,6290.0,9310.0,800.0,30250.0,140.0,0.0,140.0,2120.0,4830.0,847474.0,8063.0,22976.0,16616.0,1105.0,37668.0,124549.0,53843.0,145230.0,172.0,18770.0,65045.0,93519.0,110.0,2502.0,3713.0,1709.0,533.0,1763.0,243941.0,6265.0,16539.0,26973.0,0.0,11082.0,185.0,19779.0,17775.0,251.0,251.0,648.0,178.0,19996.0,2176.0,19213.0,266.0,205.0,0.0,940.0,145.0,855.0,330.0,7068.0,2629.0,3942.0,2893.0,11358.0,536.0,357.0,0.0,997.0,22.0,1757.0,35443.0,504.0,1880.0,5958.0
97477,1,41,OR,17550.0,9780.0,5170.0,2220.0,16470.0,490.0,6410.0,11600.0,800.0,29820.0,370.0,20.0,350.0,3130.0,4330.0,658680.0,4568.0,10990.0,7638.0,541.0,30056.0,51287.0,33772.0,76799.0,28.0,28516.0,40555.0,45119.0,59.0,1034.0,1928.0,1570.0,451.0,1329.0,275621.0,5822.0,6148.0,12309.0,0.0,4725.0,69.0,10038.0,7961.0,143.0,82.0,401.0,97.0,7000.0,772.0,12329.0,278.0,83.0,0.0,619.0,248.0,606.0,146.0,4990.0,3860.0,7015.0,5203.0,11152.0,357.0,471.0,24.0,648.0,39.0,2002.0,38123.0,79.0,780.0,2924.0
98001,258,53,WA,17470.0,8320.0,6910.0,1920.0,16460.0,510.0,7890.0,11520.0,1070.0,33730.0,130.0,90.0,40.0,2100.0,3930.0,1060712.0,3916.0,13373.0,9722.0,13.0,51975.0,115059.0,34940.0,88615.0,0.0,41723.0,41044.0,98977.0,53.0,834.0,1999.0,1583.0,268.0,1874.0,278515.0,4678.0,5292.0,609.0,4612.0,11956.0,760.0,14886.0,21505.0,472.0,374.0,815.0,93.0,12468.0,9640.0,23666.0,478.0,210.0,96.0,896.0,139.0,1134.0,263.0,8427.0,3430.0,4527.0,3065.0,13397.0,507.0,396.0,52.0,1012.0,35.0,2326.0,38890.0,512.0,1820.0,5019.0
98002,132,53,WA,16700.0,8740.0,4660.0,3020.0,15710.0,500.0,7570.0,12310.0,750.0,31690.0,270.0,180.0,90.0,3190.0,3350.0,724234.0,1787.0,4099.0,2593.0,0.0,32881.0,23971.0,16567.0,51132.0,0.0,36662.0,26860.0,40184.0,31.0,0.0,630.0,568.0,231.0,1177.0,268481.0,4149.0,3867.0,147.0,1817.0,4764.0,307.0,6125.0,8604.0,0.0,121.0,715.0,0.0,3483.0,4966.0,11528.0,222.0,29.0,53.0,551.0,186.0,999.0,234.0,5489.0,2196.0,7002.0,4961.0,15945.0,317.0,225.0,25.0,810.0,31.0,2623.0,38534.0,64.0,469.0,1845.0
98003,181,53,WA,22660.0,12060.0,6570.0,3590.0,21260.0,690.0,10500.0,15870.0,1040.0,41680.0,350.0,290.0,60.0,3500.0,5130.0,1072767.0,4284.0,13903.0,9330.0,0.0,54120.0,102616.0,37305.0,85863.0,0.0,52067.0,45312.0,70970.0,46.0,1235.0,1740.0,1381.0,340.0,1930.0,355984.0,6277.0,7318.0,541.0,3951.0,8198.0,600.0,11297.0,15648.0,151.0,165.0,782.0,321.0,12370.0,10380.0,17503.0,532.0,307.0,91.0,1039.0,187.0,1304.0,236.0,8508.0,3685.0,8798.0,6355.0,18866.0,630.0,361.0,95.0,1044.0,126.0,3478.0,49110.0,357.0,2760.0,3872.0
98004,916,53,WA,19560.0,11200.0,7140.0,810.0,18200.0,740.0,9030.0,8430.0,2570.0,33100.0,40.0,40.0,0.0,950.0,4120.0,5076645.0,79717.0,462927.0,306156.0,149.0,153582.0,3298449.0,148744.0,85009.0,22.0,20827.0,63596.0,834329.0,27.0,13686.0,10221.0,2306.0,239.0,1832.0,248083.0,4482.0,17461.0,36060.0,12015.0,74886.0,1375.0,37206.0,61954.0,2168.0,492.0,25.0,27156.0,214699.0,12967.0,139937.0,550.0,75575.0,29.0,733.0,53.0,636.0,263.0,19058.0,2740.0,1150.0,788.0,3899.0,359.0,684.0,103.0,418.0,93.0,1743.0,18070.0,28413.0,112856.0,145464.0
98005,433,53,WA,10170.0,5290.0,4220.0,480.0,9410.0,390.0,4380.0,4960.0,1210.0,18350.0,40.0,40.0,0.0,560.0,2150.0,1678763.0,32235.0,91662.0,70223.0,10.0,30583.0,571061.0,42594.0,39313.0,0.0,14625.0,29396.0,126908.0,22.0,4968.0,3694.0,1157.0,144.0,1064.0,141595.0,2567.0,6152.0,5689.0,5901.0,21250.0,527.0,16702.0,27437.0,661.0,189.0,0.0,8139.0,58439.0,5059.0,24755.0,196.0,6229.0,0.0,506.0,39.0,494.0,191.0,6640.0,1838.0,794.0,529.0,3001.0,268.0,348.0,0.0,265.0,0.0,1028.0,11838.0,6433.0,22334.0,35543.0
98006,967,53,WA,19160.0,8240.0,9680.0,1000.0,17580.0,840.0,7970.0,8830.0,1850.0,38600.0,80.0,60.0,20.0,800.0,5040.0,3258348.0,28544.0,170168.0,127659.0,47.0,118329.0,1245685.0,159792.0,112086.0,20.0,30108.0,72298.0,343116.0,63.0,13177.0,9141.0,3691.0,159.0,2251.0,265655.0,6174.0,15154.0,13289.0,12837.0,47829.0,1630.0,40499.0,65570.0,1050.0,506.0,40.0,4763.0,60551.0,9994.0,60924.0,679.0,23338.0,45.0,1066.0,82.0,1273.0,421.0,16083.0,4524.0,1775.0,1241.0,7325.0,619.0,1019.0,90.0,804.0,84.0,1937.0,23736.0,13720.0,41217.0,40783.0
98007,310,53,WA,13040.0,7030.0,4810.0,940.0,12070.0,540.0,5810.0,7600.0,1740.0,23290.0,140.0,140.0,0.0,890.0,2140.0,1448315.0,6978.0,32549.0,25021.0,0.0,37832.0,368818.0,27185.0,32367.0,0.0,21334.0,21898.0,50487.0,32.0,2243.0,2027.0,1180.0,166.0,1256.0,203186.0,2584.0,5544.0,1347.0,3365.0,9023.0,355.0,10091.0,15306.0,706.0,116.0,0.0,588.0,10584.0,2846.0,12194.0,236.0,4930.0,31.0,643.0,64.0,819.0,111.0,5697.0,2815.0,2352.0,1657.0,5949.0,327.0,375.0,0.0,446.0,0.0,1655.0,18638.0,3118.0,7916.0,6239.0
98008,584,53,WA,12390.0,5790.0,5710.0,730.0,11360.0,530.0,5310.0,6000.0,1180.0,23930.0,100.0,70.0,30.0,580.0,3330.0,1914157.0,11992.0,77699.0,57978.0,0.0,73027.0,463123.0,63693.0,64807.0,0.0,19912.0,43369.0,104408.0,33.0,5828.0,3976.0,1666.0,141.0,1414.0,175124.0,4164.0,11231.0,5043.0,7399.0,24562.0,870.0,22369.0,36416.0,809.0,309.0,0.0,2170.0,29798.0,4661.0,22514.0,364.0,7405.0,28.0,557.0,50.0,830.0,266.0,8492.0,2449.0,1200.0,828.0,4758.0,303.0,429.0,0.0,486.0,36.0,1190.0,15956.0,6987.0,14306.0,16007.0
98010,99,53,WA,3890.0,1630.0,1940.0,260.0,3670.0,110.0,1650.0,2320.0,340.0,7750.0,0.0,0.0,0.0,420.0,920.0,378373.0,2187.0,9693.0,7382.0,0.0,13463.0,80868.0,12053.0,25361.0,0.0,6076.0,10936.0,43020.0,28.0,803.0,1127.0,282.0,75.0,409.0,59317.0,1099.0,1547.0,973.0,1948.0,5236.0,98.0,5579.0,9699.0,124.0,93.0,97.0,96.0,8756.0,566.0,10153.0,62.0,138.0,0.0,180.0,16.0,199.0,50.0,2072.0,390.0,422.0,304.0,2565.0,103.0,57.0,0.0,246.0,0.0,471.0,7039.0,537.0,1833.0,3105.0
98011,413,53,WA,13490.0,7040.0,5440.0,800.0,12530.0,510.0,4850.0,7470.0,1300.0,24280.0,90.0,40.0,50.0,1130.0,3230.0,1563682.0,5286.0,32462.0,22362.0,0.0,47772.0,226898.0,42438.0,61595.0,0.0,22313.0,37469.0,126619.0,61.0,2825.0,2544.0,1318.0,246.0,1407.0,193665.0,4179.0,8609.0,4154.0,6365.0,17557.0,681.0,19221.0,30223.0,329.0,353.0,150.0,358.0,18841.0,3371.0,26049.0,275.0,1538.0,42.0,713.0,56.0,601.0,214.0,6773.0,1758.0,1230.0,817.0,5687.0,316.0,411.0,0.0,675.0,0.0,1255.0,19740.0,3921.0,6078.0,8433.0
98012,873,53,WA,33320.0,14380.0,16110.0,2260.0,31240.0,1070.0,13200.0,19030.0,3490.0,68440.0,150.0,30.0,120.0,2810.0,6690.0,3724890.0,11695.0,54611.0,37985.0,58.0,98651.0,397806.0,93084.0,135696.0,0.0,61105.0,83762.0,186460.0,136.0,4811.0,6551.0,3964.0,616.0,3711.0,514346.0,8377.0,14148.0,3641.0,14757.0,37521.0,1622.0,45809.0,71327.0,1167.0,940.0,382.0,1237.0,49742.0,12862.0,42724.0,890.0,4320.0,218.0,1847.0,156.0,2469.0,599.0,15473.0,5456.0,4067.0,2782.0,21296.0,1009.0,1001.0,150.0,2418.0,189.0,3495.0,55732.0,6431.0,11699.0,10906.0
98014,122,53,WA,3730.0,1680.0,1850.0,180.0,3450.0,130.0,1640.0,2010.0,240.0,7310.0,0.0,0.0,0.0,280.0,1040.0,443527.0,1906.0,11282.0,8035.0,0.0,13169.0,83197.0,13722.0,22598.0,48.0,6658.0,12180.0,36070.0,23.0,805.0,1272.0,508.0,53.0,398.0,51482.0,1164.0,2067.0,627.0,2480.0,7788.0,119.0,7589.0,12627.0,0.0,154.0,50.0,389.0,7160.0,1046.0,7045.0,115.0,274.0,0.0,151.0,13.0,165.0,155.0,2258.0,633.0,344.0,235.0,2015.0,79.0,112.0,0.0,163.0,0.0,418.0,5654.0,1255.0,2583.0,4184.0
98019,223,53,WA,5930.0,2430.0,3040.0,380.0,5530.0,200.0,2460.0,3190.0,450.0,12350.0,0.0,0.0,0.0,440.0,1350.0,785392.0,2437.0,15398.0,11546.0,0.0,20393.0,126057.0,15523.0,24517.0,44.0,9790.0,14960.0,43395.0,51.0,1028.0,1848.0,734.0,90.0,655.0,86319.0,1543.0,3330.0,760.0,3607.0,9611.0,150.0,11118.0,18120.0,316.0,180.0,45.0,201.0,14140.0,1823.0,10124.0,172.0,360.0,0.0,284.0,28.0,399.0,210.0,3484.0,941.0,576.0,392.0,3639.0,162.0,178.0,0.0,408.0,0.0,651.0,9024.0,1727.0,4022.0,2519.0
98020,359,53,WA,11060.0,5580.0,4890.0,450.0,10150.0,460.0,5560.0,5110.0,630.0,19220.0,210.0,0.0,210.0,510.0,5030.0,1029526.0,15721.0,119683.0,94046.0,16.0,59286.0,496336.0,105086.0,111950.0,0.0,17406.0,78740.0,334642.0,44.0,4814.0,6565.0,1750.0,183.0,1482.0,148133.0,6525.0,14607.0,4786.0,7927.0,22689.0,720.0,21918.0,31917.0,625.0,326.0,50.0,2281.0,63984.0,2907.0,66599.0,203.0,3046.0,41.0,375.0,33.0,422.0,219.0,8886.0,1382.0,664.0,462.0,3359.0,207.0,400.0,0.0,518.0,0.0,905.0,15385.0,3159.0,15698.0,33645.0
98021,592,53,WA,15460.0,6400.0,7980.0,850.0,14400.0,510.0,5940.0,8130.0,1710.0,32400.0,70.0,0.0,70.0,1000.0,3430.0,2104796.0,7159.0,34154.0,24805.0,23.0,47285.0,326282.0,43354.0,67481.0,0.0,25146.0,38780.0,106311.0,69.0,2927.0,3465.0,1910.0,249.0,1774.0,226981.0,4541.0,6650.0,2867.0,9237.0,24528.0,1169.0,27922.0,45731.0,551.0,485.0,172.0,516.0,23199.0,4510.0,31055.0,325.0,2649.0,79.0,703.0,58.0,995.0,269.0,7507.0,2052.0,1387.0,920.0,8846.0,387.0,380.0,0.0,1041.0,0.0,1516.0,22562.0,5199.0,10322.0,5532.0
98022,159,53,WA,11560.0,5530.0,4950.0,980.0,10810.0,340.0,5700.0,7110.0,530.0,21830.0,40.0,0.0,40.0,1370.0,3600.0,750255.0,5498.0,18261.0,13174.0,0.0,28192.0,101802.0,41214.0,86061.0,224.0,19325.0,43294.0,107530.0,69.0,1044.0,3383.0,860.0,239.0,1207.0,181416.0,4709.0,6241.0,537.0,3947.0,9110.0,166.0,11327.0,17935.0,279.0,170.0,509.0,239.0,10086.0,2732.0,25215.0,265.0,184.0,0.0,455.0,58.0,598.0,119.0,4911.0,1438.0,1856.0,1330.0,7890.0,237.0,299.0,0.0,585.0,0.0,1534.0,23341.0,503.0,3233.0,7779.0
98023,307,53,WA,24380.0,12270.0,8390.0,3160.0,22800.0,790.0,10420.0,16310.0,1370.0,44860.0,260.0,220.0,40.0,3570.0,5660.0,1388639.0,7615.0,29653.0,21150.0,16.0,64536.0,166626.0,67045.0,123420.0,0.0,55678.0,65617.0,94316.0,81.0,1843.0,2760.0,2595.0,499.0,2461.0,380333.0,7068.0,8918.0,2168.0,5812.0,13685.0,889.0,17882.0,25736.0,411.0,472.0,1026.0,562.0,19865.0,8463.0,24441.0,641.0,1628.0,105.0,1355.0,195.0,1513.0,379.0,10145.0,3907.0,7019.0,5036.0,17375.0,771.0,459.0,138.0,1243.0,109.0,3279.0,51501.0,856.0,3781.0,5235.0
